游戏名称,价格,好评率,好评人数,平均游玩时长,标签
Astral Sanctum,¥ 0.00,,,,解谜
Arcane Eclipse,¥ 0.00,,,,"指向点击, 解谜"
Chalet,¥ 15.00,8 篇用户评测,8,,解谜
Encroacher: Snakes,¥ 0.00,,,,解谜
Master Hanzi HSK1,¥ 6.00,1 篇用户评测,1,2.2h,解谜
Ogopogo,¥ 15.00,1 篇用户评测,1,0.0h,解谜
Astral Lodge,免费开玩,97%,42,21.1h,"指向点击, 解谜, 隐藏物体"
NEODITRONIX,免费,82%,50,5.2h,指向点击
Collector: 10 Lives Challenge,¥ 6.00,,,1.8h,解谜
异能军团,¥ 0.00,,,,隐藏物体
Kodoktale,¥ 0.00,,,,解谜
Mystery of Myths: Whisper of Depth Collector's Edition,¥ 0.00,,,,"隐藏物体, 指向点击, 解谜"
Newbie Hacker,¥ 18.00,,,2.4h,指向点击
Object Factory,¥ 29.00,2 篇用户评测,2,1.8h,解谜
Devestor,¥ 42.00,3 篇用户评测,3,4.7h,"解谜, 隐藏物体"
指尖蛇舞,免费开玩,5 篇用户评测,5,8.2h,指向点击
MoonLost,¥ 18.00,2 篇用户评测,2,,"解谜, 隐藏物体"
Murder Mystery Stories,¥ 48.00,2 篇用户评测,2,11.9h,解谜
Forgotten - Whispers of the Past,¥ 0.00,,,,"解谜, 隐藏物体"
Return to Dark Castle,¥ 76.00,94%,57,7.0h,解谜
As Cores de Ofelia,¥ 0.00,,,,解谜
TOMOHIGARA,¥ 0.00,,,,解谜
POSSESSOR,¥ 0.00,,,,"指向点击, 解谜"
Ressolve Steps,免费开玩,2 篇用户评测,2,4.4h,解谜
HOPE,¥ 0.00,,,,解谜
Tetramorph,¥ 26.00,,,,"指向点击, 隐藏物体, 解谜"
Merry’s Seven Wishes,¥ 0.00,,,,解谜
RATMOUSE,免费开玩,84%,19,3.0h,指向点击
Curved World,¥ 18.00,2 篇用户评测,2,,隐藏物体
Graviton Flux,¥ 22.00,,,,解谜
Fire flies,免费开玩,4 篇用户评测,4,4.2h,解谜
狂野推理：雾都的恶犬,¥ 0.00,,,,解谜
Samuel Prince Attorney at Law Chapter 3,¥ 22.00,无用户评测,,,解谜
学园异变,¥ 0.00,,,,解谜
勇者,¥ 0.00,,,,解谜
Arthur's 2nd Grade,¥ 42.00,,,0.5h,指向点击
Arthur's Kindergarten,¥ 42.00,1 篇用户评测,1,1.3h,指向点击
Arthur's 1st Grade,¥ 42.00,,,1.1h,"指向点击, 解谜"
Arthur's Math Games,¥ 42.00,,,0.0h,指向点击
Arthur's Reading Games,¥ 42.00,,,1.1h,"解谜, 益智问答, 指向点击"
Arthur's Preschool,¥ 42.00,1 篇用户评测,1,0.7h,指向点击
Harry and the Haunted House,¥ 42.00,1 篇用户评测,1,0.0h,指向点击
Little Monster at School,¥ 42.00,,,,指向点击
Curvid Nurntine and the Black Vaccine,¥ 0.00,,,,"指向点击, 解谜"
Snemovna,¥ 33.00,7 篇用户评测,7,6.3h,"益智问答, 隐藏物体"
Parnitha: Patient 66,¥ 26.00,84%,19,0.2h,"隐藏物体, 解谜"
Watcher's Eye,¥ 22.00,无用户评测,,0.8h,隐藏物体
Drone Feeder,¥ 15.00,1 篇用户评测,1,0.2h,"隐藏物体, 解谜"
Skies Scrapper,¥ 0.00,,,,"解谜, 隐藏物体"
ESSOMENIC,¥ 0.00,,,,"解谜, 指向点击"
禁区-B17,¥ 15.00,1 篇用户评测,1,0.3h,解谜
Fix and Clerk,¥ 0.00,,,,指向点击
Between These Two,¥ 0.00,,,,解谜
Mayfly,¥ 0.00,,,,解谜
The Place: Beneath the Mind,¥ 0.00,,,,隐藏物体
Where is my car?,¥ 11.00,2 篇用户评测,2,,解谜
Private Witch Eye: The Lotus Killer,¥ 0.00,,,,解谜
Lost Artifacts The Ghost of Florence,¥ 58.00,2 篇用户评测,2,4.8h,解谜
看不见的我们,¥ 29.00,93%,225,16.6h,解谜
scale2fit,¥ 0.00,,,,解谜
Remnants Of Eden,¥ 58.00,1 篇用户评测,1,,解谜
Wormies,¥ 0.00,,,,指向点击
Deep Siren,¥ 0.00,,,,指向点击
Not A.C.A.B.,¥ 0.00,,,,指向点击
Cozy Builder,¥ 0.00,,,,解谜
TEST RELEASE DO NOT BUY !!!,¥ 11.00,100%,41,0.8h,指向点击
A Game About Boxes,免费,91%,48,3.9h,解谜
OFF BY,¥ 26.00,,,0.1h,解谜
KILL THE KING,¥ 0.00,,,,解谜
Anna & Emma - Paper Adventure,¥ 0.00,,,,"解谜, 隐藏物体, 指向点击"
Virus Brain,¥ 15.00,100%,11,2.5h,解谜
Magus Relics: the Majimono,¥ 11.00,,,0.4h,解谜
Monocular Odyssey,¥ 0.00,,,,解谜
Endless Corridors,¥ 0.00,,,,解谜
Anomyeowly: Uncover the anomalies with the cat-eared maid,¥ 18.00,81%,11,0.8h,"隐藏物体, 解谜"
阎罗索命,¥ 0.00,,,,解谜
Backroom Collector,¥ 0.00,,,,隐藏物体
Ghost Node,¥ 0.00,,,,解谜
Teddy Collector,¥ 18.00,83%,12,1.4h,解谜
Mine Mine,¥ 22.00,4 篇用户评测,4,4.5h,指向点击
术阵魔法使,¥ 0.00,,,,解谜
The Resonant,¥ 0.00,,,,解谜
YOBI,¥ 0.00,,,,解谜
Puzzle Park 2,¥ 0.00,,,,解谜
Lukas Adventure 64,¥ 0.00,,,,解谜
Tache Noire,¥ 66.00,100%,15,,解谜
The Black Whale,免费开玩,87%,55,2.1h,隐藏物体
V.E.C.T. Arcade,¥ 0.00,,,,指向点击
Shiftomino,¥ 0.00,,,,解谜
Homeless farmer,¥ 0.00,,,,隐藏物体
Abyss Chamber,¥ 0.00,,,,隐藏物体
The Secret of Island of Fear,¥ 0.00,,,,"解谜, 隐藏物体"
Beneath the Ghost Kingdom,¥ 0.00,,,,解谜
回响,¥ 15.00,1 篇用户评测,1,1.8h,"解谜, 隐藏物体"
TriviaSpire,¥ 0.00,,,,益智问答
Be My Star,¥ 0.00,,,,指向点击
Tidy Up,¥ 0.00,,,,"解谜, 隐藏物体"
Organizer Pro,¥ 120.69,,,,解谜
Dice Goblins Clicker,¥ 21.58,78%,33,9.5h,指向点击
modavuj FOREST CAMP,¥ 6.00,4 篇用户评测,4,0.1h,隐藏物体
Anomalous Cleaning Detail,¥ 0.00,,,,指向点击
METROLOGY,¥ 0.00,,,,解谜
Ghostpunk,¥ 0.00,,,,"隐藏物体, 解谜"
守卫家园,¥ 0.00,,,,解谜
Caterpillar Slime,¥ 0.00,,,,解谜
Lisa's Laboratory,¥ 0.00,,,,解谜
Seema's Pogo 3 Hop Together,¥ 18.00,无用户评测,,,解谜
Wordforge: Silent Letters,¥ 0.00,,,,解谜
Echoes of Sin: Drain,¥ 0.00,,,,"隐藏物体, 解谜"
Time Vestige,¥ 0.00,,,,指向点击
Argonauts Agency: Secret of the Labyrinth,¥ 76.00,,,0.3h,解谜
Assassin of Dragon,¥ 18.00,无用户评测,,2.8h,隐藏物体
VOLT & VOID,¥ 0.00,,,,解谜
Trivia Tycoon,¥ 0.00,,,,"益智问答, 解谜"
Once Upon a Page,¥ 0.00,,,,解谜
你的小弟弟,¥ 6.00,无用户评测,,1.0h,指向点击
23:61,¥ 0.00,,,,解谜
A Lost Man,¥ 0.00,,,,"指向点击, 解谜"
HELLO HACKER - Project Daybreak,¥ 0.00,,,,解谜
Banjo The Investigator In Search Of The Mystery,¥ 0.00,,,,"隐藏物体, 解谜"
Custom Image Survivors,¥ 0.00,,,,指向点击
Backrooms: Multiverse,¥ 0.00,,,,解谜
Room to Breathe,¥ 0.00,,,,解谜
Chernov Incident,¥ 11.00,6 篇用户评测,6,0.5h,"解谜, 指向点击"
Cannibal Court,¥ 0.00,,,,指向点击
